TeamA1,TeamA2,TeamA3,TeamA4,TeamA5,TeamA6,TeamA7,TeamB1,TeamB2,TeamB3,TeamB4,TeamB5,TeamB6,TeamB7,Winner
andre,dig,teds,marcelo,mig,dias,kenps,guedes,ze,helder,miguel,jorge,leugim,rui,0
